죄종별,항목,단위,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년
특수강도강제추행,발생건수,건,,,,1,4,-,3
특수강도강제추행,검거건수,건,,,,1,4,-,3
특수강도강제추행,검거율,%,,,,100,100,-,100
특수강도강제추행,검거인원,명,,,,1,3,-,2
특수강도강제추행,남자검거인원,명,,,,1,3,-,2
특수강도강제추행,여자검거인원,명,,,,,,-,-
특수강도강제추행,불상검거인원,명,,,,,,-,-
특수강도강제추행,법인체,개,,,,,,-,-
아동학대처벌법위반(상습강제추행·추행),발생건수,건,,,,,1,-,-
아동학대처벌법위반(상습강제추행·추행),검거건수,건,,,,,1,-,-
아동학대처벌법위반(상습강제추행·추행),검거율,%,,,,,100,-,-
아동학대처벌법위반(상습강제추행·추행),검거인원,명,,,,,1,-,-
아동학대처벌법위반(상습강제추행·추행),남자검거인원,명,,,,,1,-,-
아동학대처벌법위반(상습강제추행·추행),여자검거인원,명,,,,,,-,-
아동학대처벌법위반(상습강제추행·추행),불상검거인원,명,,,,,,-,-
아동학대처벌법위반(상습강제추행·추행),법인체,개,,,,,,-,-
기타 강간·강제추행 등,발생건수,건,,,1647,991,558,408,304
기타 강간·강제추행 등,검거건수,건,,,1646,1037,555,408,305
기타 강간·강제추행 등,검거율,%,,,99.9,104.6,99.5,100,100.3
기타 강간·강제추행 등,검거인원,명,,,1953,1231,703,535,376
기타 강간·강제추행 등,남자검거인원,명,,,1870,1194,665,524,365
기타 강간·강제추행 등,여자검거인원,명,,,53,22,31,7,9
기타 강간·강제추행 등,불상검거인원,명,,,30,15,7,4,2
기타 강간·강제추행 등,법인체,개,,,,,,-,-
강간등상해·치상,발생건수,건,,,211,148,154,130,96
강간등상해·치상,검거건수,건,,,214,152,153,128,97
강간등상해·치상,검거율,%,,,101.4,102.7,99.4,98.5,101
강간등상해·치상,검거인원,명,,,258,184,201,161,122
강간등상해·치상,남자검거인원,명,,,256,178,187,159,116
강간등상해·치상,여자검거인원,명,,,1,4,12,1,6
강간등상해·치상,불상검거인원,명,,,1,2,2,1,-
강간등상해·치상,법인체,개,,,,,,-,-
강간등살인·치사,발생건수,건,,,13,6,5,4,4
강간등살인·치사,검거건수,건,,,14,6,5,4,4
강간등살인·치사,검거율,%,,,107.7,100,100,100,100
강간등살인·치사,검거인원,명,,,11,7,7,5,3
강간등살인·치사,남자검거인원,명,,,11,6,7,5,3
강간등살인·치사,여자검거인원,명,,,,1,,-,-
강간등살인·치사,불상검거인원,명,,,,,,-,-
강간등살인·치사,법인체,개,,,,,,-,-
친족관계에의한강간등,발생건수,건,,,2,2,1,-,-
친족관계에의한강간등,검거건수,건,,,2,2,1,-,-
친족관계에의한강간등,검거율,%,,,100,100,100,-,-
친족관계에의한강간등,검거인원,명,,,2,1,1,-,-
친족관계에의한강간등,남자검거인원,명,,,2,1,1,-,-
친족관계에의한강간등,여자검거인원,명,,,,,,-,-
친족관계에의한강간등,불상검거인원,명,,,,,,-,-
친족관계에의한강간등,법인체,개,,,,,,-,-
장애인에대한준강간등,발생건수,건,,,110,105,55,32,21
장애인에대한준강간등,검거건수,건,,,102,108,52,31,21
장애인에대한준강간등,검거율,%,,,92.7,102.9,94.5,96.9,100
장애인에대한준강간등,검거인원,명,,,127,154,64,35,20
장애인에대한준강간등,남자검거인원,명,,,121,148,63,35,20
장애인에대한준강간등,여자검거인원,명,,,2,4,,-,-
장애인에대한준강간등,불상검거인원,명,,,4,2,1,-,-
장애인에대한준강간등,법인체,개,,,,,,-,-
청소년에대한강간등,발생건수,건,,,685,314,203,154,125
청소년에대한강간등,검거건수,건,,,677,325,198,156,121
청소년에대한강간등,검거율,%,,,98.8,103.5,97.5,101.3,96.8
청소년에대한강간등,검거인원,명,,,983,460,264,230,166
청소년에대한강간등,남자검거인원,명,,,922,446,248,225,162
청소년에대한강간등,여자검거인원,명,,,48,11,15,5,2
청소년에대한강간등,불상검거인원,명,,,13,3,1,-,2
청소년에대한강간등,법인체,개,,,,,,-,-
미성년자의제강간등,발생건수,건,,,,,,-,-
미성년자의제강간등,검거건수,건,,,,,,-,-
미성년자의제강간등,검거율,%,,,,,,-,-
미성년자의제강간등,검거인원,명,,,,,,-,-
미성년자의제강간등,남자검거인원,명,,,,,,-,-
미성년자의제강간등,여자검거인원,명,,,,,,-,-
미성년자의제강간등,불상검거인원,명,,,,,,-,-
미성년자의제강간등,법인체,개,,,,,,-,-
13세미만미성년자강간등,발생건수,건,,,106,49,45,20,19
13세미만미성년자강간등,검거건수,건,,,106,51,45,19,17
13세미만미성년자강간등,검거율,%,,,100,104.1,100,95,89.5
13세미만미성년자강간등,검거인원,명,,,116,63,60,33,22
13세미만미성년자강간등,남자검거인원,명,,,109,63,57,31,21
13세미만미성년자강간등,여자검거인원,명,,,2,,3,1,1
13세미만미성년자강간등,불상검거인원,명,,,5,,,1,-
13세미만미성년자강간등,법인체,개,,,,,,-,-
주거침입강간등,발생건수,건,,,350,246,52,40,26
주거침입강간등,검거건수,건,,,340,254,55,42,28
주거침입강간등,검거율,%,,,97.1,103.3,105.8,105,107.7
주거침입강간등,검거인원,명,,,309,245,53,41,28
주거침입강간등,남자검거인원,명,,,306,240,53,40,28
주거침입강간등,여자검거인원,명,,,,1,,-,-
주거침입강간등,불상검거인원,명,,,3,4,,1,-
주거침입강간등,법인체,개,,,,,,-,-
특수절도강간등,발생건수,건,,,18,9,3,1,2
특수절도강간등,검거건수,건,,,24,10,3,1,2
특수절도강간등,검거율,%,,,133.3,111.1,100,100,100
특수절도강간등,검거인원,명,,,20,9,5,1,2
특수절도강간등,남자검거인원,명,,,18,9,3,1,2
특수절도강간등,여자검거인원,명,,,,,1,-,-
특수절도강간등,불상검거인원,명,,,2,,1,-,-
특수절도강간등,법인체,개,,,,,,-,-
특수강도강간등,발생건수,건,,,150,112,38,26,11
특수강도강간등,검거건수,건,,,166,129,41,27,15
특수강도강간등,검거율,%,,,110.7,115.2,107.9,103.8,136.4
특수강도강간등,검거인원,명,,,126,108,45,28,13
특수강도강간등,남자검거인원,명,,,124,103,43,28,13
특수강도강간등,여자검거인원,명,,,,1,,-,-
특수강도강간등,불상검거인원,명,,,2,4,2,-,-
특수강도강간등,법인체,개,,,,,,-,-
성폭력범죄의처벌및피해자보호등에관한법률위반,발생건수,건,,,2,,2,1,-
성폭력범죄의처벌및피해자보호등에관한법률위반,검거건수,건,,,1,,2,-,-
성폭력범죄의처벌및피해자보호등에관한법률위반,검거율,%,,,50,,100,-,-
성폭력범죄의처벌및피해자보호등에관한법률위반,검거인원,명,,,1,,3,1,-
성폭력범죄의처벌및피해자보호등에관한법률위반,남자검거인원,명,,,1,,3,-,-
성폭력범죄의처벌및피해자보호등에관한법률위반,여자검거인원,명,,,,,,-,-
성폭력범죄의처벌및피해자보호등에관한법률위반,불상검거인원,명,,,,,,1,-
성폭력범죄의처벌및피해자보호등에관한법률위반,법인체,개,,,,,,-,-
방화,발생건수,건,2003,1900,1743,1723,1673,1502,1372
방화,검거건수,건,1483,1346,1393,1419,1482,1363,1242
방화,검거율,%,74,70.8,79.9,82.4,88.6,90.7,90.5
방화,검거인원,명,1526,1428,1408,1485,1541,1419,1298
방화,남자검거인원,명,1325,1241,1222,1289,1306,1180,1072
방화,여자검거인원,명,194,172,174,186,227,226,222
방화,불상검거인원,명,7,15,12,10,8,13,4
방화,법인체,개,-,-,,1,,2,-
방화,발생건수,건,18,12,,,,-,-
방화,검거건수,건,8,9,,,,-,-
방화,검거율,%,44.4,75,,,,-,-
방화,검거인원,명,6,5,,,,-,-
방화,남자검거인원,명,6,5,,,,-,-
방화,여자검거인원,명,-,-,,,,-,-
방화,불상검거인원,명,-,-,,,,-,-
방화,법인체,개,-,-,,,,-,-
현주·공용건조물등방화,발생건수,건,1091,1012,991,1021,1000,896,763
현주·공용건조물등방화,검거건수,건,969,866,891,931,931,854,736
현주·공용건조물등방화,검거율,%,88.8,85.6,89.9,91.2,93.1,95.3,96.5
현주·공용건조물등방화,검거인원,명,969,924,895,963,944,852,746
현주·공용건조물등방화,남자검거인원,명,823,782,766,812,795,696,599
현주·공용건조물등방화,여자검거인원,명,141,133,125,146,144,156,145
현주·공용건조물등방화,불상검거인원,명,5,9,4,5,5,-,2
현주·공용건조물등방화,법인체,개,-,-,,,,-,-
현주건조물등방화치상,발생건수,건,34,30,34,32,36,23,20
현주건조물등방화치상,검거건수,건,31,29,32,31,35,22,19
현주건조물등방화치상,검거율,%,91.2,96.7,94.1,96.9,97.2,95.7,95
현주건조물등방화치상,검거인원,명,35,42,38,33,36,24,22
현주건조물등방화치상,남자검거인원,명,33,37,31,28,27,20,18
현주건조물등방화치상,여자검거인원,명,2,4,7,5,9,4,4
현주건조물등방화치상,불상검거인원,명,-,1,,,,-,-
현주건조물등방화치상,법인체,개,-,-,,,,-,-
현주건조물등방화치사,발생건수,건,15,6,14,12,14,15,12
현주건조물등방화치사,검거건수,건,12,4,15,12,13,13,10
현주건조물등방화치사,검거율,%,80,66.7,107.1,100,92.9,86.7,83.3
현주건조물등방화치사,검거인원,명,14,5,16,14,15,15,13
현주건조물등방화치사,남자검거인원,명,12,4,9,12,12,12,11
현주건조물등방화치사,여자검거인원,명,2,1,6,2,3,1,2
현주건조물등방화치사,불상검거인원,명,-,-,1,,,2,-
현주건조물등방화치사,법인체,개,-,-,,,,-,-
일반건조물등방화,발생건수,건,223,546,477,446,444,392,435
일반건조물등방화,검거건수,건,150,306,305,292,355,314,355
일반건조물등방화,검거율,%,67.3,56,63.9,65.5,80,80.1,81.6
일반건조물등방화,검거인원,명,174,299,308,323,378,344,380
일반건조물등방화,남자검거인원,명,157,272,282,300,330,290,323
일반건조물등방화,여자검거인원,명,16,23,22,18,45,45,55
일반건조물등방화,불상검거인원,명,1,4,4,5,3,9,2
일반건조물등방화,법인체,개,-,-,,,,-,-
자기소유건조물등방화,발생건수,건,215,8,16,21,34,27,26
자기소유건조물등방화,검거건수,건,161,8,15,21,32,28,25
자기소유건조물등방화,검거율,%,74.9,100,93.8,100,94.1,103.7,96.2
자기소유건조물등방화,검거인원,명,173,9,18,22,39,27,32
자기소유건조물등방화,남자검거인원,명,156,7,15,17,29,24,25
자기소유건조물등방화,여자검거인원,명,17,2,3,5,10,3,7
자기소유건조물등방화,불상검거인원,명,-,-,,,,-,-
자기소유건조물등방화,법인체,개,-,-,,,,-,-
방화연소,발생건수,건,271,152,84,52,37,24,20
방화연소,검거건수,건,38,18,22,17,14,17,14
방화연소,검거율,%,14,11.8,26.2,32.7,37.8,70.8,70
방화연소,검거인원,명,30,20,20,13,7,18,13
방화연소,남자검거인원,명,26,19,17,11,6,18,12
방화연소,여자검거인원,명,4,1,2,2,1,-,1
방화연소,불상검거인원,명,-,-,1,,,-,-
방화연소,법인체,개,-,-,,,,-,-
진화방해,발생건수,건,-,-,3,,1,-,-
진화방해,검거건수,건,-,-,3,,1,-,-
진화방해,검거율,%,-,-,100,,100,-,-
진화방해,검거인원,명,-,-,2,2,1,-,-
진화방해,남자검거인원,명,-,-,2,2,1,-,-
진화방해,여자검거인원,명,-,-,,,,-,-
진화방해,불상검거인원,명,-,-,,,,-,-
진화방해,법인체,개,-,-,,,,-,-
폭발성물건파열(치사·상),발생건수,건,-,9,8,9,8,11,3
폭발성물건파열(치사·상),검거건수,건,-,8,8,8,8,10,2
폭발성물건파열(치사·상),검거율,%,-,88.9,100,88.9,100,90.9,66.7
폭발성물건파열(치사·상),검거인원,명,-,7,9,8,8,11,4
폭발성물건파열(치사·상),남자검거인원,명,-,6,6,8,7,9,2
폭발성물건파열(치사·상),여자검거인원,명,-,1,3,,1,2,2
폭발성물건파열(치사·상),불상검거인원,명,-,-,,,,-,-
폭발성물건파열(치사·상),법인체,개,-,-,,,,1,-
폭발성물건파열(과실),발생건수,건,-,14,11,10,26,22,20
폭발성물건파열(과실),검거건수,건,-,14,12,10,26,21,20
폭발성물건파열(과실),검거율,%,-,100,109.1,100,100,95.5,100
폭발성물건파열(과실),검거인원,명,-,20,14,12,36,35,25
폭발성물건파열(과실),남자검거인원,명,-,16,13,10,31,31,21
폭발성물건파열(과실),여자검거인원,명,-,4,1,2,5,4,4
폭발성물건파열(과실),불상검거인원,명,-,-,,,,-,-
폭발성물건파열(과실),법인체,개,-,-,,,,1,-
가스등방출(치사·상),발생건수,건,-,23,22,24,28,33,22
가스등방출(치사·상),검거건수,건,-,20,23,22,26,30,21
가스등방출(치사·상),검거율,%,-,87,104.5,91.7,92.9,90.9,95.5
가스등방출(치사·상),검거인원,명,-,25,22,20,28,30,21
가스등방출(치사·상),남자검거인원,명,-,24,20,19,23,23,20
가스등방출(치사·상),여자검거인원,명,-,1,2,1,5,7,1
가스등방출(치사·상),불상검거인원,명,-,-,,,,-,-
가스등방출(치사·상),법인체,개,-,-,,,,-,-
가스등방출(과실),발생건수,건,-,3,3,7,4,1,1
가스등방출(과실),검거건수,건,-,3,3,7,4,1,1
가스등방출(과실),검거율,%,-,100,100,100,100,100,100
가스등방출(과실),검거인원,명,-,4,6,11,4,2,1
가스등방출(과실),남자검거인원,명,-,4,6,11,3,1,1
가스등방출(과실),여자검거인원,명,-,-,,,1,1,-
가스등방출(과실),불상검거인원,명,-,-,,,,-,-
가스등방출(과실),법인체,개,-,-,,1,,-,-
가스등공급사용방해(치사·상),발생건수,건,-,8,5,3,5,5,8
가스등공급사용방해(치사·상),검거건수,건,-,8,5,1,5,2,4
가스등공급사용방해(치사·상),검거율,%,-,100,100,33.3,100,40,50
가스등공급사용방해(치사·상),검거인원,명,-,10,6,1,7,4,7
가스등공급사용방해(치사·상),남자검거인원,명,-,8,3,1,7,3,7
가스등공급사용방해(치사·상),여자검거인원,명,-,1,1,,,-,-
가스등공급사용방해(치사·상),불상검거인원,명,-,1,2,,,1,-
가스등공급사용방해(치사·상),법인체,개,-,-,,,,-,-
가스등공급사용방해(과실),발생건수,건,-,1,5,5,5,8,2
가스등공급사용방해(과실),검거건수,건,-,1,5,5,5,8,2
가스등공급사용방해(과실),검거율,%,-,100,100,100,100,100,100
가스등공급사용방해(과실),검거인원,명,-,3,5,6,7,15,3
가스등공급사용방해(과실),남자검거인원,명,-,3,5,6,7,14,3
가스등공급사용방해(과실),여자검거인원,명,-,-,,,,-,-
가스등공급사용방해(과실),불상검거인원,명,-,-,,,,1,-
가스등공급사용방해(과실),법인체,개,-,-,,,,-,-
자동차방화,발생건수,건,85,76,70,81,31,45,40
자동차방화,검거건수,건,68,52,54,62,27,43,33
자동차방화,검거율,%,80,68.4,77.1,76.5,87.1,95.6,82.5
자동차방화,검거인원,명,69,55,49,57,31,42,31
자동차방화,남자검거인원,명,63,54,47,52,28,39,30
자동차방화,여자검거인원,명,5,1,2,5,3,3,1
자동차방화,불상검거인원,명,1,-,,,,-,-
자동차방화,법인체,개,-,-,,,,-,-
폭발물파열(과실),발생건수,건,19,-,,,,,
폭발물파열(과실),검거건수,건,17,-,,,,,
폭발물파열(과실),검거율,%,89.5,-,,,,,
폭발물파열(과실),검거인원,명,18,-,,,,,
폭발물파열(과실),남자검거인원,명,13,-,,,,,
폭발물파열(과실),여자검거인원,명,5,-,,,,,
폭발물파열(과실),불상검거인원,명,-,-,,,,,
폭발물파열(과실),법인체,개,-,-,,,,,
가스등방류(유출·살포),발생건수,건,11,-,,,,,
가스등방류(유출·살포),검거건수,건,11,-,,,,,
가스등방류(유출·살포),검거율,%,100,-,,,,,
가스등방류(유출·살포),검거인원,명,13,-,,,,,
가스등방류(유출·살포),남자검거인원,명,13,-,,,,,
가스등방류(유출·살포),여자검거인원,명,-,-,,,,,
가스등방류(유출·살포),불상검거인원,명,-,-,,,,,
가스등방류(유출·살포),법인체,개,-,-,,,,,
가스등방류(유출·살포)치사상,발생건수,건,-,-,,,,,
가스등방류(유출·살포)치사상,검거건수,건,-,-,,,,,
가스등방류(유출·살포)치사상,검거율,%,-,-,,,,,
가스등방류(유출·살포)치사상,검거인원,명,-,-,,,,,
가스등방류(유출·살포)치사상,남자검거인원,명,-,-,,,,,
가스등방류(유출·살포)치사상,여자검거인원,명,-,-,,,,,
가스등방류(유출·살포)치사상,불상검거인원,명,-,-,,,,,
가스등방류(유출·살포)치사상,법인체,개,-,-,,,,,
가스·전기·증기공급사용방해,발생건수,건,4,-,,,,,
가스·전기·증기공급사용방해,검거건수,건,3,-,,,,,
가스·전기·증기공급사용방해,검거율,%,75,-,,,,,
가스·전기·증기공급사용방해,검거인원,명,4,-,,,,,
가스·전기·증기공급사용방해,남자검거인원,명,3,-,,,,,
가스·전기·증기공급사용방해,여자검거인원,명,1,-,,,,,
가스·전기·증기공급사용방해,불상검거인원,명,-,-,,,,,
가스·전기·증기공급사용방해,법인체,개,-,-,,,,,
과실폭발물파열(방출·유출),발생건수,건,16,-,,,,,
과실폭발물파열(방출·유출),검거건수,건,14,-,,,,,
과실폭발물파열(방출·유출),검거율,%,87.5,-,,,,,
과실폭발물파열(방출·유출),검거인원,명,20,-,,,,,
과실폭발물파열(방출·유출),남자검거인원,명,19,-,,,,,
과실폭발물파열(방출·유출),여자검거인원,명,1,-,,,,,
과실폭발물파열(방출·유출),불상검거인원,명,-,-,,,,,
과실폭발물파열(방출·유출),법인체,개,-,-,,,,,
업무상과실폭발물파열(방출·유출),발생건수,건,1,-,,,,,
업무상과실폭발물파열(방출·유출),검거건수,건,1,-,,,,,
업무상과실폭발물파열(방출·유출),검거율,%,100,-,,,,,
업무상과실폭발물파열(방출·유출),검거인원,명,1,-,,,,,
업무상과실폭발물파열(방출·유출),남자검거인원,명,1,-,,,,,
업무상과실폭발물파열(방출·유출),여자검거인원,명,-,-,,,,,
업무상과실폭발물파열(방출·유출),불상검거인원,명,-,-,,,,,
업무상과실폭발물파열(방출·유출),법인체,개,-,-,,,,,
절도범죄,발생건수,건,281362,290460,288343,266222,245853,203037,183757
절도범죄,검거건수,건,112849,106360,118578,119467,127368,118597,113771
절도범죄,검거율,%,40.1,36.6,41.1,44.9,51.8,58.4,61.9
절도범죄,검거인원,명,114158,109775,108035,99854,106686,109417,108508
절도범죄,남자검거인원,명,89364,86148,84366,77708,83166,83224,81527
절도범죄,여자검거인원,명,22026,20919,21151,20209,21775,24690,25378
절도범죄,불상검거인원,명,2768,2708,2518,1937,1745,1503,1603
절도범죄,법인체,개,13,1,8,3,2,2,1
절도,발생건수,건,241401,253166,248785,229194,211886,175765,160627
절도,검거건수,건,76537,74222,82999,85380,96669,93400,92406
절도,검거율,%,31.7,29.3,33.4,37.3,45.6,53.1,57.5
절도,검거인원,명,68620,67030,69163,67258,73814,78454,79685
절도,남자검거인원,명,50673,49752,51433,49609,54673,56774,57542
절도,여자검거인원,명,15847,15380,15825,16102,17778,20448,20815
절도,불상검거인원,명,2100,1898,1905,1547,1363,1232,1328
절도,법인체,개,12,1,6,2,1,1,-
절도(상습),발생건수,건,,,1052,805,5017,3123,1940
절도(상습),검거건수,건,,,1060,734,4840,3250,1857
절도(상습),검거율,%,,,100.8,91.2,96.5,104.1,95.7
절도(상습),검거인원,명,,,190,226,1317,1349,822
절도(상습),남자검거인원,명,,,136,174,1151,1169,691
절도(상습),여자검거인원,명,,,54,50,160,179,129
절도(상습),불상검거인원,명,,,,2,6,1,2
절도(상습),법인체,개,,,,,,-,-
특수절도,발생건수,건,21730,21705,20362,17921,18636,15506,13128
특수절도,검거건수,건,19469,18294,17602,15914,17015,14549,12330
특수절도,검거율,%,89.6,84.3,86.4,88.8,91.3,93.8,93.9
특수절도,검거인원,명,37645,36318,32816,26602,27505,25390,23463
특수절도,남자검거인원,명,31538,30544,27449,22589,23561,21302,19061
특수절도,여자검거인원,명,5520,5046,4849,3662,3603,3843,4152
특수절도,불상검거인원,명,587,728,518,351,341,245,250
특수절도,법인체,개,1,-,2,1,,1,1
특수절도(상습),발생건수,건,40,28,14,46,445,449,87
특수절도(상습),검거건수,건,35,28,16,21,369,484,94
특수절도(상습),검거율,%,87.5,100,114.3,45.7,82.9,107.8,108
특수절도(상습),검거인원,명,29,30,13,10,207,167,96
특수절도(상습),남자검거인원,명,28,27,9,9,196,156,90
특수절도(상습),여자검거인원,명,1,3,4,1,10,10,6
특수절도(상습),불상검거인원,명,-,-,,,1,1,-
특수절도(상습),법인체,개,-,-,,,,-,-
야간주거침입절도,발생건수,건,5018,4553,5537,6292,7439,7065,6659
야간주거침입절도,검거건수,건,3906,2932,3548,4529,6071,5929,5859
야간주거침입절도,검거율,%,77.8,64.4,64.1,72,81.6,83.9,88
야간주거침입절도,검거인원,명,3145,2304,2189,2543,2887,3127,3315
야간주거침입절도,남자검거인원,명,2922,2130,2014,2367,2701,2943,3076
야간주거침입절도,여자검거인원,명,194,146,133,160,156,166,220
야간주거침입절도,불상검거인원,명,29,28,42,16,30,18,19
야간주거침입절도,법인체,개,-,-,,,,-,-
야간주거침입절도(상습),발생건수,건,16,14,15,20,333,276,132
야간주거침입절도(상습),검거건수,건,15,13,14,15,324,275,137
야간주거침입절도(상습),검거율,%,93.8,92.9,93.3,75,97.3,99.6,103.8
야간주거침입절도(상습),검거인원,명,2,1,3,5,55,74,45
야간주거침입절도(상습),남자검거인원,명,2,1,3,5,55,72,45
야간주거침입절도(상습),여자검거인원,명,-,-,,,,2,-
야간주거침입절도(상습),불상검거인원,명,-,-,,,,-,-
야간주거침입절도(상습),법인체,개,-,-,,,,-,-
불법사용,발생건수,건,303,294,320,359,380,518,542
불법사용,검거건수,건,234,242,255,258,297,419,445
불법사용,검거율,%,77.2,82.3,79.7,71.9,78.2,80.9,82.1
불법사용,검거인원,명,365,386,364,382,402,685,679
불법사용,남자검거인원,명,338,359,342,361,375,653,645
불법사용,여자검거인원,명,24,22,18,17,25,27,30
불법사용,불상검거인원,명,3,5,4,4,2,5,4
불법사용,법인체,개,-,-,,,,-,-
불법사용(상습),발생건수,건,,,,,,1,1
불법사용(상습),검거건수,건,,,,,,1,1
불법사용(상습),검거율,%,,,,,,100,100
불법사용(상습),검거인원,명,,,,,,1,1
불법사용(상습),남자검거인원,명,,,,,,1,1
불법사용(상습),여자검거인원,명,,,,,,-,-
불법사용(상습),불상검거인원,명,,,,,,-,-
불법사용(상습),법인체,개,,,,,,-,-
절도·불법사용(상습),발생건수,건,599,365,,,,,
절도·불법사용(상습),검거건수,건,567,339,,,,,
절도·불법사용(상습),검거율,%,94.7,92.9,,,,,
절도·불법사용(상습),검거인원,명,185,180,,,,,
절도·불법사용(상습),남자검거인원,명,137,135,,,,,
절도·불법사용(상습),여자검거인원,명,48,39,,,,,
절도·불법사용(상습),불상검거인원,명,-,6,,,,,
절도·불법사용(상습),법인체,개,-,-,,,,,
특가법(절도),발생건수,건,12255,10335,12257,11585,1717,334,641
특가법(절도),검거건수,건,12086,10290,13084,12616,1783,290,642
특가법(절도),검거율,%,98.6,99.6,106.7,108.9,103.8,86.8,100.2
특가법(절도),검거인원,명,4167,3526,3295,2828,499,170,402
특가법(절도),남자검거인원,명,3726,3200,2978,2594,454,154,376
특가법(절도),여자검거인원,명,392,283,268,217,43,15,26
특가법(절도),불상검거인원,명,49,43,49,17,2,1,-
특가법(절도),법인체,개,-,-,,,1,-,-
특가법(단체등의조직),발생건수,건,-,-,1,,,-,-
특가법(단체등의조직),검거건수,건,-,-,,,,-,-
특가법(단체등의조직),검거율,%,-,-,0,,,-,-
특가법(단체등의조직),검거인원,명,-,-,2,,,-,-
특가법(단체등의조직),남자검거인원,명,-,-,2,,,-,-
특가법(단체등의조직),여자검거인원,명,-,-,,,,-,-
특가법(단체등의조직),불상검거인원,명,-,-,,,,-,-
특가법(단체등의조직),법인체,개,-,-,,,,-,-
폭력범죄,발생건수,건,311945,312579,294188,290079,305947,309394,293086
폭력범죄,검거건수,건,249836,257199,243438,242798,262401,271048,257623
폭력범죄,검거율,%,80.1,82.3,82.7,83.7,85.8,87.6,87.9
폭력범죄,검거인원,명,397025,410012,379289,367224,380605,388635,371360
폭력범죄,남자검거인원,명,332160,340338,316378,306792,316105,321614,305297
폭력범죄,여자검거인원,명,59882,64146,57680,55197,59562,61965,60468
폭력범죄,불상검거인원,명,4983,5528,5231,5235,4938,5056,5595
폭력범죄,법인체,개,-,25,17,12,10,14,8
상해,발생건수,건,67206,62342,55884,50281,48005,50028,44611
상해,검거건수,건,61952,58914,52908,48177,46319,48740,43477
상해,검거율,%,92.2,94.5,94.7,95.8,96.5,97.4,97.5
상해,검거인원,명,89624,86355,76541,68053,62904,66667,59690
상해,남자검거인원,명,75921,72450,64463,57014,52452,56096,50027
상해,여자검거인원,명,13217,13465,11665,10664,10160,10181,9317
상해,불상검거인원,명,486,440,413,375,292,390,346
상해,법인체,개,-,-,,1,,1,-
상해,발생건수,건,66715,61846,55419,49834,47398,49368,43965
상해,검거건수,건,61478,58425,52459,47739,45714,48092,42840
상해,검거율,%,92.2,94.5,94.7,95.8,96.4,97.4,97.4
상해,검거인원,명,89033,85750,75998,67522,62200,65906,58956
상해,남자검거인원,명,75453,71957,64031,56597,51889,55489,49438
상해,여자검거인원,명,13098,13354,11556,10554,10019,10040,9174
상해,불상검거인원,명,482,439,411,371,292,377,344
상해,법인체,개,-,-,,1,,1,-
상해(중),발생건수,건,71,60,57,55,65,77,61
상해(중),검거건수,건,67,59,48,52,67,74,56
상해(중),검거율,%,94.4,98.3,84.2,94.5,103.1,96.1,91.8
상해(중),검거인원,명,100,71,67,71,83,101,62
상해(중),남자검거인원,명,91,70,65,65,80,87,56
상해(중),여자검거인원,명,7,1,1,3,3,3,5
상해(중),불상검거인원,명,2,-,1,3,,11,1
상해(중),법인체,개,-,-,,,,-,-
상해(상습),발생건수,건,4,2,2,3,7,34,34
상해(상습),검거건수,건,3,2,2,3,7,34,33
상해(상습),검거율,%,75,100,100,100,100,100,97.1
상해(상습),검거인원,명,3,2,2,3,8,31,30
상해(상습),남자검거인원,명,3,2,2,3,8,29,29
상해(상습),여자검거인원,명,-,-,,,,2,1
상해(상습),불상검거인원,명,-,-,,,,-,-
상해(상습),법인체,개,-,-,,,,-,-
상해(상습중),발생건수,건,-,-,,,,-,-
상해(상습중),검거건수,건,-,-,,,,-,-
상해(상습중),검거율,%,-,-,,,,-,-
상해(상습중),검거인원,명,-,-,,,,-,-
상해(상습중),남자검거인원,명,-,-,,,,-,-
상해(상습중),여자검거인원,명,-,-,,,,-,-
상해(상습중),불상검거인원,명,-,-,,,,-,-
상해(상습중),법인체,개,-,-,,,,-,-
상해치사,발생건수,건,83,82,78,57,60,59,56
상해치사,검거건수,건,78,81,79,53,61,58,55
상해치사,검거율,%,94,98.8,101.3,93,101.7,98.3,98.2
상해치사,검거인원,명,89,109,92,62,65,81,80
상해치사,남자검거인원,명,74,94,75,58,57,68,69
상해치사,여자검거인원,명,14,14,16,3,8,12,11
상해치사,불상검거인원,명,1,1,1,1,,1,-
상해치사,법인체,개,-,-,,,,-,-
존속상해,발생건수,건,326,345,320,318,398,368,365
존속상해,검거건수,건,320,340,312,316,396,364,366
존속상해,검거율,%,98.2,98.6,97.5,99.4,99.5,98.9,100.3
존속상해,검거인원,명,392,416,374,383,460,421,405
존속상해,남자검거인원,명,295,320,283,282,350,313,310
존속상해,여자검거인원,명,96,96,91,101,110,108,95
존속상해,불상검거인원,명,1,-,,,,-,-
존속상해,법인체,개,-,-,,,,-,-
존속상해(중),발생건수,건,1,3,,,,1,-
존속상해(중),검거건수,건,-,3,,,,1,-
존속상해(중),검거율,%,0,100,,,,100,-
존속상해(중),검거인원,명,1,3,,1,,1,-
존속상해(중),남자검거인원,명,1,3,,1,,1,-
존속상해(중),여자검거인원,명,-,-,,,,-,-
존속상해(중),불상검거인원,명,-,-,,,,-,-
존속상해(중),법인체,개,-,-,,,,-,-
존속상해(상습),발생건수,건,1,1,1,5,5,1,2
