죄종별,항목,단위,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년
디자인보호법,여자검거인원,명,69,107,104,83,66,35,62
디자인보호법,불상검거인원,명,48,154,38,49,17,16,16
디자인보호법,법인체,개,34,53,72,60,41,60,132
컴퓨터프로그램보호법,발생건수,건,4,3,2,2,3,-,-
컴퓨터프로그램보호법,검거건수,건,5,2,1,2,2,-,-
컴퓨터프로그램보호법,검거율,%,125,66.7,50,100,66.7,-,-
컴퓨터프로그램보호법,검거인원,명,5,4,4,2,1,-,-
컴퓨터프로그램보호법,남자검거인원,명,3,-,2,1,1,-,-
컴퓨터프로그램보호법,여자검거인원,명,2,4,1,1,,-,-
컴퓨터프로그램보호법,불상검거인원,명,-,-,1,,,-,-
컴퓨터프로그램보호법,법인체,개,-,-,2,1,,-,-
특가법(관세),발생건수,건,6,-,,3,8,4,8
특가법(관세),검거건수,건,5,-,,3,8,4,6
특가법(관세),검거율,%,83.3,-,,100,100,100,75
특가법(관세),검거인원,명,6,-,,25,24,9,23
특가법(관세),남자검거인원,명,6,-,,15,23,8,17
특가법(관세),여자검거인원,명,-,-,,10,1,1,3
특가법(관세),불상검거인원,명,-,-,,,,-,3
특가법(관세),법인체,개,1,-,,,3,-,1
특가법(국고손실),발생건수,건,3,-,3,1,1,2,3
특가법(국고손실),검거건수,건,3,-,3,1,1,2,2
특가법(국고손실),검거율,%,100,-,100,100,100,100,66.7
특가법(국고손실),검거인원,명,9,-,6,6,17,2,24
특가법(국고손실),남자검거인원,명,7,-,6,5,17,2,19
특가법(국고손실),여자검거인원,명,2,-,,,,-,4
특가법(국고손실),불상검거인원,명,-,-,,1,,-,1
특가법(국고손실),법인체,개,-,-,,,,-,-
특가법(조세),발생건수,건,209,241,271,216,201,208,232
특가법(조세),검거건수,건,164,171,231,185,182,178,185
특가법(조세),검거율,%,78.5,71,85.2,85.6,90.5,85.6,79.7
특가법(조세),검거인원,명,493,563,574,480,462,540,462
특가법(조세),남자검거인원,명,442,505,531,439,417,495,402
특가법(조세),여자검거인원,명,28,33,34,35,38,43,52
특가법(조세),불상검거인원,명,23,25,9,6,7,2,8
특가법(조세),법인체,개,182,153,201,180,192,176,171
특경법(무인가단기금융업),발생건수,건,1,-,,,,-,-
특경법(무인가단기금융업),검거건수,건,1,-,,,,-,-
특경법(무인가단기금융업),검거율,%,100,-,,,,-,-
특경법(무인가단기금융업),검거인원,명,1,-,,,,-,-
특경법(무인가단기금융업),남자검거인원,명,1,-,,,,-,-
특경법(무인가단기금융업),여자검거인원,명,-,-,,,,-,-
특경법(무인가단기금융업),불상검거인원,명,-,-,,,,-,-
특경법(무인가단기금융업),법인체,개,-,-,,,,-,-
특경법(사금융알선등),발생건수,건,9,10,13,9,8,11,9
특경법(사금융알선등),검거건수,건,9,9,13,7,7,10,9
특경법(사금융알선등),검거율,%,100,90,100,77.8,87.5,90.9,100
특경법(사금융알선등),검거인원,명,10,14,20,12,9,24,14
특경법(사금융알선등),남자검거인원,명,9,12,15,10,8,20,13
특경법(사금융알선등),여자검거인원,명,1,1,2,2,1,4,1
특경법(사금융알선등),불상검거인원,명,-,1,3,,,-,-
특경법(사금융알선등),법인체,개,-,-,,,,-,-
특경법(재산국외도피),발생건수,건,1,5,4,4,5,1,-
특경법(재산국외도피),검거건수,건,1,3,3,3,4,1,-
특경법(재산국외도피),검거율,%,100,60,75,75,80,100,-
특경법(재산국외도피),검거인원,명,-,8,6,9,5,1,1
특경법(재산국외도피),남자검거인원,명,-,5,5,7,5,1,1
특경법(재산국외도피),여자검거인원,명,-,1,1,2,,-,-
특경법(재산국외도피),불상검거인원,명,-,2,,,,-,-
특경법(재산국외도피),법인체,개,-,-,,2,,-,-
기타경제범죄,발생건수,건,754,595,1474,860,967,1332,815
기타경제범죄,검거건수,건,739,539,1400,808,911,1261,758
기타경제범죄,검거율,%,98,90.6,95,94,94.2,94.7,93
기타경제범죄,검거인원,명,1047,1069,1812,1329,1438,2111,1384
기타경제범죄,남자검거인원,명,789,773,1238,917,983,1433,938
기타경제범죄,여자검거인원,명,224,232,534,378,389,597,387
기타경제범죄,불상검거인원,명,34,64,40,34,66,81,59
기타경제범죄,법인체,개,73,60,126,77,74,89,63
마약범죄,발생건수,건,4160,4268,4598,4825,6411,7329,7501
마약범죄,검거건수,건,3901,4048,4429,4567,6103,7096,7211
마약범죄,검거율,%,93.8,94.8,96.3,94.7,95.2,96.8,96.1
마약범죄,검거인원,명,5470,5091,5433,5687,7294,8847,8877
마약범죄,남자검거인원,명,4344,4146,4428,4710,5610,6741,6683
마약범죄,여자검거인원,명,1065,899,955,921,1602,2027,2096
마약범죄,불상검거인원,명,61,46,50,56,82,79,98
마약범죄,법인체,개,10,11,14,10,5,16,8
아편·몰핀에관한죄,발생건수,건,-,-,,,,-,1
아편·몰핀에관한죄,검거건수,건,-,-,,,,-,1
아편·몰핀에관한죄,검거율,%,-,-,,,,-,100
아편·몰핀에관한죄,검거인원,명,-,-,,,,-,1
아편·몰핀에관한죄,남자검거인원,명,-,-,,,,-,-
아편·몰핀에관한죄,여자검거인원,명,-,-,,,,-,1
아편·몰핀에관한죄,불상검거인원,명,-,-,,,,-,-
아편·몰핀에관한죄,법인체,개,-,-,,,,-,-
마약류관리에관한법률(대마),발생건수,건,550,525,501,589,672,637,765
마약류관리에관한법률(대마),검거건수,건,517,497,475,573,635,611,737
마약류관리에관한법률(대마),검거율,%,94,94.7,94.8,97.3,94.5,95.9,96.3
마약류관리에관한법률(대마),검거인원,명,819,673,665,700,722,913,1044
마약류관리에관한법률(대마),남자검거인원,명,722,585,577,615,622,792,859
마약류관리에관한법률(대마),여자검거인원,명,79,81,77,80,85,113,160
마약류관리에관한법률(대마),불상검거인원,명,18,7,11,5,15,8,25
마약류관리에관한법률(대마),법인체,개,-,-,,,,-,-
마약류관리에관한법률(마약),발생건수,건,623,463,542,547,1045,1154,1241
마약류관리에관한법률(마약),검거건수,건,616,461,538,537,1034,1153,1229
마약류관리에관한법률(마약),검거율,%,98.9,99.6,99.3,98.2,98.9,99.9,99
마약류관리에관한법률(마약),검거인원,명,652,497,572,566,1008,1234,1304
마약류관리에관한법률(마약),남자검거인원,명,305,222,251,275,429,533,582
마약류관리에관한법률(마약),여자검거인원,명,345,273,316,287,569,698,716
마약류관리에관한법률(마약),불상검거인원,명,2,2,5,4,10,3,6
마약류관리에관한법률(마약),법인체,개,8,4,4,1,3,5,1
마약류관리에관한법률(향정),발생건수,건,2986,3280,3547,3623,4686,5465,5484
마약류관리에관한법률(향정),검거건수,건,2767,3090,3408,3391,4426,5260,5235
마약류관리에관한법률(향정),검거율,%,92.7,94.2,96.1,93.6,94.5,96.2,95.5
마약류관리에관한법률(향정),검거인원,명,3996,3921,4169,4349,5552,6601,6511
마약류관리에관한법률(향정),남자검거인원,명,3314,3339,3577,3749,4548,5330,5228
마약류관리에관한법률(향정),여자검거인원,명,641,545,558,553,947,1203,1216
마약류관리에관한법률(향정),불상검거인원,명,41,37,34,47,57,68,67
마약류관리에관한법률(향정),법인체,개,2,7,10,9,2,11,7
마약류불법거래방지에관한특례법,발생건수,건,,,4,65,8,69,8
마약류불법거래방지에관한특례법,검거건수,건,,,4,65,8,68,8
마약류불법거래방지에관한특례법,검거율,%,,,100,100,100,98.6,100
마약류불법거래방지에관한특례법,검거인원,명,,,9,71,12,91,11
마약류불법거래방지에관한특례법,남자검거인원,명,,,9,70,11,79,10
마약류불법거래방지에관한특례법,여자검거인원,명,,,,1,1,12,1
마약류불법거래방지에관한특례법,불상검거인원,명,,,,,,-,-
마약류불법거래방지에관한특례법,법인체,개,,,,,,-,-
특가법(마약),발생건수,건,-,-,2,,,1,1
특가법(마약),검거건수,건,-,-,2,,,1,-
특가법(마약),검거율,%,-,-,100,,,100,-
특가법(마약),검거인원,명,-,-,11,,,3,1
특가법(마약),남자검거인원,명,-,-,8,,,2,1
특가법(마약),여자검거인원,명,-,-,3,,,1,-
특가법(마약),불상검거인원,명,-,-,,,,-,-
특가법(마약),법인체,개,-,-,,,,-,-
특가법(향정),발생건수,건,-,-,2,1,,3,1
특가법(향정),검거건수,건,-,-,2,1,,3,1
특가법(향정),검거율,%,-,-,100,100,,100,100
특가법(향정),검거인원,명,2,-,7,1,,5,5
특가법(향정),남자검거인원,명,2,-,6,1,,5,3
특가법(향정),여자검거인원,명,-,-,1,,,-,2
특가법(향정),불상검거인원,명,-,-,,,,-,-
특가법(향정),법인체,개,-,-,,,,-,-
향정신성의약품관리법,발생건수,건,1,-,,,,,
향정신성의약품관리법,검거건수,건,1,-,,,,,
향정신성의약품관리법,검거율,%,100,-,,,,,
향정신성의약품관리법,검거인원,명,1,-,,,,,
향정신성의약품관리법,남자검거인원,명,1,-,,,,,
향정신성의약품관리법,여자검거인원,명,-,-,,,,,
향정신성의약품관리법,불상검거인원,명,-,-,,,,,
향정신성의약품관리법,법인체,개,-,-,,,,,
보건범죄,발생건수,건,14083,16800,20383,14657,14602,14662,12561
보건범죄,검거건수,건,13879,16529,20100,14437,14304,14447,12286
보건범죄,검거율,%,98.6,98.4,98.6,98.5,98,98.5,97.8
보건범죄,검거인원,명,20675,20147,23588,22484,21106,22113,19544
보건범죄,남자검거인원,명,8692,9191,12143,11708,11137,11561,9643
보건범죄,여자검거인원,명,11753,10589,11171,10590,9760,10270,9624
보건범죄,불상검거인원,명,230,367,274,186,209,282,277
보건범죄,법인체,개,324,392,663,726,683,718,739
음용수에관한죄,발생건수,건,20,20,14,16,21,29,17
음용수에관한죄,검거건수,건,13,13,12,14,15,21,15
음용수에관한죄,검거율,%,65,65,85.7,87.5,71.4,72.4,88.2
음용수에관한죄,검거인원,명,26,18,22,22,21,28,24
음용수에관한죄,남자검거인원,명,24,17,9,19,11,19,22
음용수에관한죄,여자검거인원,명,2,1,4,3,7,6,-
음용수에관한죄,불상검거인원,명,-,-,9,,3,3,2
음용수에관한죄,법인체,개,-,-,,,,-,-
공중위생관리법,발생건수,건,522,1548,571,644,888,1317,1148
공중위생관리법,검거건수,건,518,1540,568,629,824,1306,1087
공중위생관리법,검거율,%,99.2,99.5,99.5,97.7,92.8,99.2,94.7
공중위생관리법,검거인원,명,637,798,709,717,922,1430,1235
공중위생관리법,남자검거인원,명,273,299,306,307,496,745,604
공중위생관리법,여자검거인원,명,362,435,389,409,425,685,631
공중위생관리법,불상검거인원,명,2,64,14,1,1,-,-
공중위생관리법,법인체,개,14,17,35,28,33,28,24
식품위생법,발생건수,건,8203,9484,13363,7218,7172,7847,6066
식품위생법,검거건수,건,8130,9413,13228,7167,7106,7781,6018
식품위생법,검거율,%,99.1,99.3,99,99.3,99.1,99.2,99.2
식품위생법,검거인원,명,11118,9574,12739,10661,9914,10042,8699
식품위생법,남자검거인원,명,3591,3163,5678,4667,4505,4458,3530
식품위생법,여자검거인원,명,7434,6311,6909,5939,5354,5494,5053
식품위생법,불상검거인원,명,93,100,152,55,55,90,116
식품위생법,법인체,개,75,98,320,235,305,259,229
의료법,발생건수,건,2338,2250,1966,2154,2439,2158,2663
의료법,검거건수,건,2288,2177,1890,2099,2360,2086,2557
의료법,검거율,%,97.9,96.8,96.1,97.4,96.8,96.7,96
의료법,검거인원,명,4843,4371,3645,4295,4817,4916,5393
의료법,남자검거인원,명,2056,2150,1864,2247,2697,2740,2753
의료법,여자검거인원,명,2692,2097,1729,1967,2026,2098,2536
의료법,불상검거인원,명,95,124,52,81,94,78,104
의료법,법인체,개,75,109,117,244,171,147,176
약사법,발생건수,건,1579,2031,1978,2579,2085,1261,873
약사법,검거건수,건,1545,1993,1953,2521,2054,1230,834
약사법,검거율,%,97.8,98.1,98.7,97.8,98.5,97.5,95.5
약사법,검거인원,명,2103,3194,3158,3837,2497,2699,1482
약사법,남자검거인원,명,1461,2115,2062,2504,1661,1860,940
약사법,여자검거인원,명,630,1042,1075,1305,810,808,507
약사법,불상검거인원,명,12,37,21,28,26,31,35
약사법,법인체,개,50,60,42,62,43,97,44
전염병예방법,발생건수,건,40,1,2,,2,1,-
전염병예방법,검거건수,건,40,1,2,,2,1,-
전염병예방법,검거율,%,100,100,100,,100,100,-
전염병예방법,검거인원,명,72,-,2,,3,2,-
전염병예방법,남자검거인원,명,21,-,1,,1,1,-
전염병예방법,여자검거인원,명,51,-,1,,2,1,-
전염병예방법,불상검거인원,명,-,-,,,,-,-
전염병예방법,법인체,개,-,-,,,,-,-
보건범죄특조법(부정식품),발생건수,건,1,4,159,10,6,4,1
보건범죄특조법(부정식품),검거건수,건,1,3,158,10,6,3,1
보건범죄특조법(부정식품),검거율,%,100,75,99.4,100,100,75,100
보건범죄특조법(부정식품),검거인원,명,13,18,44,24,21,5,1
보건범죄특조법(부정식품),남자검거인원,명,12,16,41,19,17,4,1
보건범죄특조법(부정식품),여자검거인원,명,1,2,2,5,4,1,-
보건범죄특조법(부정식품),불상검거인원,명,-,-,1,,,-,-
보건범죄특조법(부정식품),법인체,개,-,-,2,2,2,-,-
보건범죄특조법(부정의료업자),발생건수,건,355,311,264,201,210,180,202
보건범죄특조법(부정의료업자),검거건수,건,335,287,259,202,210,181,199
보건범죄특조법(부정의료업자),검거율,%,94.4,92.3,98.1,100.5,100,100.6,98.5
보건범죄특조법(부정의료업자),검거인원,명,484,515,467,333,353,295,481
보건범죄특조법(부정의료업자),남자검거인원,명,243,273,289,164,181,151,336
보건범죄특조법(부정의료업자),여자검거인원,명,236,230,171,165,166,143,138
보건범죄특조법(부정의료업자),불상검거인원,명,5,12,7,4,6,1,7
보건범죄특조법(부정의료업자),법인체,개,3,3,4,1,1,3,2
보건범죄특조법(부정의약품),발생건수,건,5,2,18,14,15,12,9
보건범죄특조법(부정의약품),검거건수,건,5,2,17,14,11,11,9
보건범죄특조법(부정의약품),검거율,%,100,100,94.4,100,73.3,91.7,100
보건범죄특조법(부정의약품),검거인원,명,9,1,56,7,47,29,33
보건범죄특조법(부정의약품),남자검거인원,명,9,1,33,5,30,20,24
보건범죄특조법(부정의약품),여자검거인원,명,-,-,19,2,13,6,8
보건범죄특조법(부정의약품),불상검거인원,명,-,-,4,,4,3,1
보건범죄특조법(부정의약품),법인체,개,-,-,2,,,1,-
기타보건범죄,발생건수,건,1020,1149,2048,1821,1764,1853,1582
기타보건범죄,검거건수,건,1004,1100,2013,1781,1716,1827,1566
기타보건범죄,검거율,%,98.4,95.7,98.3,97.8,97.3,98.6,99
기타보건범죄,검거인원,명,1370,1658,2746,2588,2511,2667,2196
기타보건범죄,남자검거인원,명,1002,1157,1860,1776,1538,1563,1433
기타보건범죄,여자검거인원,명,345,471,872,795,953,1028,751
기타보건범죄,불상검거인원,명,23,30,14,17,20,76,12
기타보건범죄,법인체,개,107,105,141,154,128,183,264
환경범죄,발생건수,건,2649,3128,4135,2536,2955,4349,4879
환경범죄,검거건수,건,2599,3050,4052,2462,2864,4252,4763
환경범죄,검거율,%,98.1,97.5,98,97.1,96.9,97.8,97.6
환경범죄,검거인원,명,3207,3393,3661,3210,3246,3877,4482
환경범죄,남자검거인원,명,2888,2950,3303,2779,2833,3401,3937
환경범죄,여자검거인원,명,225,330,314,386,361,412,465
환경범죄,불상검거인원,명,94,113,44,45,52,64,80
환경범죄,법인체,개,829,919,1168,991,972,1366,1468
대기환경보전법,발생건수,건,553,675,754,668,727,1009,1240
대기환경보전법,검거건수,건,544,659,759,664,725,1001,1238
대기환경보전법,검거율,%,98.4,97.6,100.7,99.4,99.7,99.2,99.8
대기환경보전법,검거인원,명,651,699,838,779,789,1119,1361
대기환경보전법,남자검거인원,명,587,632,774,714,724,1056,1248
대기환경보전법,여자검거인원,명,35,40,59,58,57,53,100
대기환경보전법,불상검거인원,명,29,27,5,7,8,10,13
대기환경보전법,법인체,개,824,311,446,376,377,583,660
토양환경보전법,발생건수,건,11,8,10,16,12,14,13
토양환경보전법,검거건수,건,11,7,10,16,12,14,13
토양환경보전법,검거율,%,100,87.5,100,100,100,100,100
토양환경보전법,검거인원,명,15,13,13,16,13,23,23
토양환경보전법,남자검거인원,명,9,9,10,14,11,15,21
토양환경보전법,여자검거인원,명,3,2,1,2,2,7,2
토양환경보전법,불상검거인원,명,3,2,2,,,1,-
토양환경보전법,법인체,개,7,-,3,4,1,8,9
수질환경보전법,발생건수,건,-,1,,,,-,-
수질환경보전법,검거건수,건,1,1,,,,-,-
수질환경보전법,검거율,%,100,100,,,,-,-
수질환경보전법,검거인원,명,1,1,,,,-,-
